ID,Pathway
CBL,Signaling by EGFR in Cancer
CBL,Signaling by TGF-beta Receptor Complex
CBL,Signaling by EGFR
CBL,EGFR downregulation
CBL,Signaling by FGFR
CBL,TGF-beta receptor signaling activates SMADs
CBL,Constitutive Signaling by EGFRvIII
CBL,Signaling by EGFRvIII in Cancer
CBL,Signaling by Ligand-Responsive EGFR Variants in Cancer
CBL,Negative regulation of FGFR1 signaling
CBL,Negative regulation of FGFR2 signaling
CBL,Negative regulation of FGFR3 signaling
CBL,Negative regulation of FGFR4 signaling
CBL,Signaling by FGFR1
CBL,Signaling by FGFR2
CBL,Signaling by FGFR3
CBL,Signaling by FGFR4
CBL,Signaling by MET
CBL,Negative regulation of MET activity
CBL,Signaling by PTK6
CBL,InlB-mediated entry of Listeria monocytogenes into host cell
CBL,Listeria monocytogenes entry into host cells
CBL,Signaling by Non-Receptor Tyrosine Kinases
CBL,Bacterial Infection Pathways
BECN1,Translation of Replicase and Assembly of the Replication Transcription Complex
BECN1,SARS-CoV-2 activates/modulates innate and adaptive immune responses
BECN1,Early SARS-CoV-2 Infection Events
BECN1,Respiratory Syncytial Virus Infection Pathway
BECN1,RSV-host interactions
PEA15,RAF-independent MAPK1/3 activation
CDC23,Diseases of mitotic cell cycle
CDC23,Aberrant regulation of mitotic exit in cancer due to RB1 defects
CDC23,Aberrant regulation of mitotic cell cycle due to RB1 defects
ACTN1,RHOD GTPase cycle
ACTN1,RHOBTB2 GTPase cycle
ACTN1,RHOF GTPase cycle
ACTN1,RHOBTB GTPase Cycle
TRADD,TNFR1-induced proapoptotic signaling
TRADD,Regulation of TNFR1 signaling
TRADD,TNFR1-induced NF-kappa-B signaling pathway
TRADD,TNF signaling
TRADD,Diseases of programmed cell death
SNX3,WNT ligand biogenesis and trafficking
EED,Regulation of PTEN gene transcription
EED,HCMV Infection
EED,HCMV Early Events
EED,Diseases of programmed cell death
EED,Defective pyroptosis
RNMT,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection
RNMT,Transcription of the HIV genome
RNGTT,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection
RNGTT,Transcription of the HIV genome
RIPK1,TNFR1-induced proapoptotic signaling
RIPK1,Regulation of TNFR1 signaling
RIPK1,TNFR1-induced NF-kappa-B signaling pathway
RIPK1,TNF signaling
RIPK1,Diseases of programmed cell death
RIPK1,Potential therapeutics for SARS
RIPK2,p75NTR signals via NF-kB
RIPK2,p75 NTR receptor-mediated signalling
FADD,TNFR1-induced proapoptotic signaling
FADD,Regulation of TNFR1 signaling
FADD,TNF signaling
FADD,Diseases of programmed cell death
SNAP23,RHOA GTPase cycle
SNAP23,RHOB GTPase cycle
SNAP23,RHOQ GTPase cycle
SNAP23,RHOJ GTPase cycle
SNAP23,RAC3 GTPase cycle
SNAP23,RHOF GTPase cycle
MTMR1,RHOF GTPase cycle
DLK1,Signaling by NOTCH1
DLK1,Activated NOTCH1 Transmits Signal to the Nucleus
CCNK,Formation of HIV elongation complex in the absence of HIV Tat
CCNK,Transcription of the HIV genome
CCNK,HIV elongation arrest and recovery
CCNK,Pausing and recovery of HIV elongation
CCNK,Signaling by TGF-beta Receptor Complex
CCNK,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
CCNK,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
DPM1,Diseases of glycosylation
DPM1,Diseases of metabolism
BANF1,Early Phase of HIV Life Cycle
BANF1,Host Interactions of HIV factors
BANF1,Interactions of Vpr with host cellular proteins
BANF1,Vpr-mediated nuclear import of PICs
FGF18,PI3K Cascade
FGF18,IRS-mediated signalling
FGF18,Signaling by FGFR in disease
FGF18,FGFR2 mutant receptor activation
FGF18,Signaling by FGFR
FGF18,FGFR2 ligand binding and activation
FGF18,FGFR4 ligand binding and activation
FGF18,Negative regulation of the PI3K/AKT network
FGF18,Activated point mutants of FGFR2
FGF18,PI3K/AKT Signaling in Cancer
FGF18,Constitutive Signaling by Aberrant PI3K in Cancer
FGF18,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
FGF18,IGF1R signaling cascade
FGF18,IRS-related events triggered by IGF1R
FGF18,Phospholipase C-mediated cascade; FGFR2
FGF18,Phospholipase C-mediated cascade; FGFR4
FGF18,PI-3K cascade:FGFR2
FGF18,Downstream signaling of activated FGFR2
FGF18,SHC-mediated cascade:FGFR2
FGF18,FRS-mediated FGFR2 signaling
FGF18,FRS-mediated FGFR3 signaling
FGF18,Downstream signaling of activated FGFR3
FGF18,FRS-mediated FGFR4 signaling
FGF18,Downstream signaling of activated FGFR4
FGF18,SHC-mediated cascade:FGFR4
FGF18,PI-3K cascade:FGFR4
FGF18,Negative regulation of FGFR2 signaling
FGF18,Negative regulation of FGFR3 signaling
FGF18,Negative regulation of FGFR4 signaling
FGF18,Signaling by FGFR1
FGF18,Signaling by FGFR2
FGF18,Signaling by FGFR3
FGF18,Signaling by FGFR4
FGF18,Signaling by FGFR2 in disease
FGF18,Signaling by FGFR3 in disease
FGF18,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
FGF18,Insulin receptor signalling cascade
FGF18,Signaling by Insulin receptor
DPM2,Diseases of glycosylation
DPM2,Diseases of metabolism
SAP30,Potential therapeutics for SARS
FGF16,PI3K Cascade
FGF16,IRS-mediated signalling
FGF16,Signaling by FGFR in disease
FGF16,FGFR2 mutant receptor activation
FGF16,Signaling by FGFR
FGF16,FGFR2 ligand binding and activation
FGF16,FGFR4 ligand binding and activation
FGF16,Negative regulation of the PI3K/AKT network
FGF16,Activated point mutants of FGFR2
FGF16,PI3K/AKT Signaling in Cancer
FGF16,Constitutive Signaling by Aberrant PI3K in Cancer
FGF16,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
FGF16,IGF1R signaling cascade
FGF16,IRS-related events triggered by IGF1R
FGF16,Phospholipase C-mediated cascade; FGFR2
FGF16,Phospholipase C-mediated cascade; FGFR4
FGF16,PI-3K cascade:FGFR2
FGF16,Downstream signaling of activated FGFR2
FGF16,SHC-mediated cascade:FGFR2
FGF16,FRS-mediated FGFR2 signaling
FGF16,FRS-mediated FGFR3 signaling
FGF16,Downstream signaling of activated FGFR3
FGF16,FRS-mediated FGFR4 signaling
FGF16,Downstream signaling of activated FGFR4
FGF16,SHC-mediated cascade:FGFR4
FGF16,PI-3K cascade:FGFR4
FGF16,Negative regulation of FGFR2 signaling
FGF16,Negative regulation of FGFR3 signaling
FGF16,Negative regulation of FGFR4 signaling
FGF16,Signaling by FGFR2
FGF16,Signaling by FGFR3
FGF16,Signaling by FGFR4
FGF16,Signaling by FGFR2 in disease
FGF16,Signaling by FGFR3 in disease
FGF16,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
FGF16,Insulin receptor signalling cascade
FGF16,Signaling by Insulin receptor
IQGAP1,RHO GTPases activate IQGAPs
IQGAP1,MAP2K and MAPK activation
IQGAP1,Signaling by moderate kinase activity BRAF mutants
IQGAP1,Signaling by high-kinase activity BRAF mutants
IQGAP1,Signaling by RAS mutants
IQGAP1,Signaling by BRAF and RAF1 fusions
IQGAP1,Paradoxical activation of RAF signaling by kinase inactive BRAF
IQGAP1,Oncogenic MAPK signaling
IQGAP1,RHOA GTPase cycle
IQGAP1,RHOC GTPase cycle
IQGAP1,RAC2 GTPase cycle
IQGAP1,RHOQ GTPase cycle
IQGAP1,RHOU GTPase cycle
IQGAP1,RHOV GTPase cycle
IQGAP1,Signaling downstream of RAS mutants
IQGAP1,Signaling by RAF1 mutants
NRP2,Signaling by VEGF
NRP1,Signaling by VEGF
NRP1,Early SARS-CoV-2 Infection Events
SYNGAP1,Regulation of RAS by GAPs
HDAC3,p75 NTR receptor-mediated signalling
HDAC3,Signaling by NOTCH1
HDAC3,Signaling by ALK
HDAC3,NOTCH1 Intracellular Domain Regulates Transcription
HDAC3,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HDAC3,Signaling by NOTCH1 in Cancer
HDAC3,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HDAC3,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HDAC3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
HDAC3,Regulation of PTEN gene transcription
HDAC3,Loss of function of MECP2 in Rett syndrome
HDAC3,Pervasive developmental disorders
HDAC3,NR1H2 and NR1H3-mediated signaling
HDAC3,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
HDAC3,HCMV Infection
HDAC3,HCMV Early Events
HDAC3,Disorders of Developmental Biology
HDAC3,Disorders of Nervous System Development
HDAC3,STAT3 nuclear events downstream of ALK signaling
KSR1,RAF activation
KSR1,Negative regulation of MAPK pathway
KSR1,Signaling by moderate kinase activity BRAF mutants
KSR1,Signaling by RAS mutants
KSR1,Paradoxical activation of RAF signaling by kinase inactive BRAF
KSR1,Oncogenic MAPK signaling
KSR1,Signaling downstream of RAS mutants
KAT2B,Pre-NOTCH Transcription and Translation
KAT2B,Pre-NOTCH Expression and Processing
KAT2B,Signaling by NOTCH1
KAT2B,NOTCH1 Intracellular Domain Regulates Transcription
KAT2B,Signaling by NOTCH1 PEST Domain Mutants in Cancer
KAT2B,Signaling by NOTCH1 in Cancer
KAT2B,Constitutive Signaling by NOTCH1 PEST Domain Mutants
KAT2B,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
KAT2B,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
KAT2B,Signaling by NOTCH3
KAT2B,NOTCH3 Intracellular Domain Regulates Transcription
KAT2B,Signaling by NOTCH4
KAT2B,NOTCH4 Intracellular Domain Regulates Transcription
KAT2B,Estrogen-dependent gene expression
ALDH1A2,Signaling by Retinoic Acid
ALDH1A2,RA biosynthesis pathway
IER3,Negative regulation of the PI3K/AKT network
IER3,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ARHGEF7,Signaling by EGFR
ARHGEF7,EGFR downregulation
ARHGEF7,NRAGE signals death through JNK
ARHGEF7,p75 NTR receptor-mediated signalling
ARHGEF7,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF7,G alpha (12/13) signalling events
ARHGEF7,RHOA GTPase cycle
ARHGEF7,RHOQ GTPase cycle
ARHGEF7,RHOJ GTPase cycle
ARHGEF7,RHOU GTPase cycle
ARHGEF7,RHOV GTPase cycle
SPHK1,Signaling by VEGF
SPHK1,VEGFA-VEGFR2 Pathway
SPHK1,VEGFR2 mediated cell proliferation
SPHK1,Extra-nuclear estrogen signaling
SQSTM1,p75NTR signals via NF-kB
SQSTM1,p75 NTR receptor-mediated signalling
SQSTM1,"Cell death signalling via NRAGE, NRIF and NADE"
SQSTM1,NRIF signals cell death from the nucleus
CDC16,Diseases of mitotic cell cycle
CDC16,Aberrant regulation of mitotic exit in cancer due to RB1 defects
CDC16,Aberrant regulation of mitotic cell cycle due to RB1 defects
TAX1BP1,Regulation of TNFR1 signaling
TAX1BP1,TNF signaling
AP1S2,Host Interactions of HIV factors
AP1S2,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
AP1S2,The role of Nef in HIV-1 replication and disease pathogenesis
AP1M1,Host Interactions of HIV factors
AP1M1,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
AP1M1,The role of Nef in HIV-1 replication and disease pathogenesis
CCNB1,Signaling by ALK in cancer
CCNB1,Signaling by ALK fusions and activated point mutants
CCNB1,Nuclear events stimulated by ALK signaling in cancer
TRIM4,SARS-CoV-2 activates/modulates innate and adaptive immune responses
CCNC,Signaling by TGF-beta Receptor Complex
CCNC,Signaling by NOTCH1
CCNC,NOTCH1 Intracellular Domain Regulates Transcription
CCNC,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
CCNC,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
CCNC,Signaling by NOTCH1 PEST Domain Mutants in Cancer
CCNC,Signaling by NOTCH1 in Cancer
CCNC,Constitutive Signaling by NOTCH1 PEST Domain Mutants
CCNC,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
CCNC,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
CCNC,Respiratory Syncytial Virus Infection Pathway
CCNC,RSV-host interactions
FOXH1,Signaling by Activin
WASF1,Signaling by VEGF
WASF1,VEGFA-VEGFR2 Pathway
WASF1,RHO GTPases Activate WASPs and WAVEs
WASF1,RAC3 GTPase cycle
WASF1,Parasite infection
WASF1,Leishmania phagocytosis
WASF1,FCGR3A-mediated phagocytosis
CCND2,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
CCND2,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCND2,Diseases of mitotic cell cycle
CCND2,Aberrant regulation of mitotic cell cycle due to RB1 defects
BTRC,Host Interactions of HIV factors
BTRC,Vpu mediated degradation of CD4
BTRC,Degradation of beta-catenin by the destruction complex
BTRC,Deactivation of the beta-catenin transactivating complex
BTRC,Degradation of GLI1 by the proteasome
BTRC,Degradation of GLI2 by the proteasome
BTRC,GLI3 is processed to GLI3R by the proteasome
BTRC,Hedgehog 'off' state
CCND3,MAPK6/MAPK4 signaling
CCND3,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
CCND3,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCND3,Diseases of mitotic cell cycle
CCND3,Aberrant regulation of mitotic cell cycle due to RB1 defects
USP13,Regulation of PTEN stability and activity
WASL,RHOQ GTPase cycle
WASL,RHOV GTPase cycle
WNT3A,WNT ligand biogenesis and trafficking
WNT3A,Class B/2 (Secretin family receptors)
CCNE1,Signaling by PTK6
CCNE1,Signaling by Non-Receptor Tyrosine Kinases
CCNE1,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
CCNE1,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCNE1,Diseases of mitotic cell cycle
CCNE1,Aberrant regulation of mitotic cell cycle due to RB1 defects
CCNE1,RHOBTB3 ATPase cycle
FGD3,NRAGE signals death through JNK
FGD3,p75 NTR receptor-mediated signalling
FGD3,"Cell death signalling via NRAGE, NRIF and NADE"
FGD3,G alpha (12/13) signalling events
STBD1,RHOA GTPase cycle
STBD1,RAC2 GTPase cycle
STBD1,RHOD GTPase cycle
STBD1,RHOG GTPase cycle
STBD1,RAC3 GTPase cycle
ATP6V0E1,Signaling by Insulin receptor
ATP6V0E1,Insulin receptor recycling
KLC4,RHO GTPases activate KTN1
KALRN,NRAGE signals death through JNK
KALRN,p75 NTR receptor-mediated signalling
KALRN,"Cell death signalling via NRAGE, NRIF and NADE"
KALRN,G alpha (12/13) signalling events
KALRN,MAPK6/MAPK4 signaling
KALRN,RHOA GTPase cycle
KALRN,RHOG GTPase cycle
CCNH,Formation of HIV elongation complex in the absence of HIV Tat
CCNH,Formation of the HIV-1 Early Elongation Complex
CCNH,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection
CCNH,HIV Transcription Initiation
CCNH,RNA Polymerase II HIV Promoter Escape
CCNH,HIV Transcription Elongation
CCNH,Transcription of the HIV genome
CCNH,Formation of HIV-1 elongation complex containing HIV-1 Tat
CCNH,Tat-mediated elongation of the HIV-1 transcript
SOCS3,Signaling by PTK6
SOCS3,Signaling by Non-Receptor Tyrosine Kinases
UCN2,Class B/2 (Secretin family receptors)
CCRL2,Peptide ligand-binding receptors
CCRL2,Chemokine receptors bind chemokines
TAAR5,Amine ligand-binding receptors
TAAR5,G alpha (s) signalling events
MED30,Respiratory Syncytial Virus Infection Pathway
MED30,RSV-host interactions
CCNT1,Host Interactions of HIV factors
CCNT1,Formation of HIV elongation complex in the absence of HIV Tat
CCNT1,HIV Transcription Elongation
CCNT1,Transcription of the HIV genome
CCNT1,Formation of HIV-1 elongation complex containing HIV-1 Tat
CCNT1,Pausing and recovery of Tat-mediated HIV elongation
CCNT1,Tat-mediated HIV elongation arrest and recovery
CCNT1,Tat-mediated elongation of the HIV-1 transcript
CCNT1,HIV elongation arrest and recovery
CCNT1,Pausing and recovery of HIV elongation
CCNT1,Signaling by TGF-beta Receptor Complex
CCNT1,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
CCNT1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
CCNT1,Estrogen-dependent gene expression
ATP6V1E2,Signaling by Insulin receptor
ATP6V1E2,Insulin receptor recycling
RPL14,Viral mRNA Translation
SH2D2A,Signaling by VEGF
SH2D2A,VEGFA-VEGFR2 Pathway
CCNT2,Formation of HIV elongation complex in the absence of HIV Tat
CCNT2,Transcription of the HIV genome
CCNT2,HIV elongation arrest and recovery
CCNT2,Pausing and recovery of HIV elongation
CCNT2,Signaling by TGF-beta Receptor Complex
CCNT2,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
CCNT2,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
PSTPIP1,Purinergic signaling in leishmaniasis infection
PSTPIP1,Cell recruitment (pro-inflammatory response)
PRC1,RHO GTPases activate CIT
STARD13,RHOA GTPase cycle
STARD13,RHOB GTPase cycle
STARD13,RHOC GTPase cycle
ASH2L,Formation of the beta-catenin:TCF transactivating complex
ASH2L,Deactivation of the beta-catenin transactivating complex
SEC11C,Respiratory Syncytial Virus Infection Pathway
SEC11C,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
SEC11C,Maturation of hRSV A proteins
PYGO2,Formation of the beta-catenin:TCF transactivating complex
PYGO2,Deactivation of the beta-catenin transactivating complex
CCT6A,RHOBTB2 GTPase cycle
CCT6A,RHOBTB GTPase Cycle
IL33,Negative regulation of the PI3K/AKT network
IL33,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
USP2,TNFR1-induced proapoptotic signaling
USP2,Regulation of TNFR1 signaling
USP2,TNFR1-induced NF-kappa-B signaling pathway
USP2,TNF signaling
ACVR1B,Signaling by Activin
USP8,Signaling by ERBB2
USP8,Regulation of FZD by ubiquitination
USP8,Signaling by MET
USP8,Negative regulation of MET activity
USP8,Downregulation of ERBB2 signaling
FMNL3,RHO GTPases Activate Formins
FMNL3,RHOA GTPase cycle
FMNL3,RHOC GTPase cycle
FMNL3,RHOJ GTPase cycle
MTMR4,Signaling by TGF-beta Receptor Complex
MTMR4,Downregulation of TGF-beta receptor signaling
MTMR4,TGF-beta receptor signaling activates SMADs
NMI,SARS-CoV-1-host interactions
NMI,SARS-CoV-1 activates/modulates innate immune responses
MTA1,Regulation of PTEN gene transcription
MTA1,Potential therapeutics for SARS
LATS1,Signaling by Hippo
ATP6V0D1,Signaling by Insulin receptor
ATP6V0D1,Insulin receptor recycling
SMC3,Estrogen-dependent gene expression
DERL3,ABC transporter disorders
DERL3,Disorders of transmembrane transporters
DERL3,Defective CFTR causes cystic fibrosis
CCNE2,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
CCNE2,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCNE2,Diseases of mitotic cell cycle
CCNE2,Aberrant regulation of mitotic cell cycle due to RB1 defects
ARHGEF1,NRAGE signals death through JNK
ARHGEF1,p75 NTR receptor-mediated signalling
ARHGEF1,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF1,G alpha (12/13) signalling events
ARHGEF1,RHOA GTPase cycle
ARHGEF1,RHOB GTPase cycle
ARHGEF1,RHOC GTPase cycle
RNF185,ABC transporter disorders
RNF185,Disorders of transmembrane transporters
RNF185,Defective CFTR causes cystic fibrosis
ACBD5,RHOA GTPase cycle
ACBD5,RHOC GTPase cycle
HGS,Signaling by EGFR
HGS,EGFR downregulation
HGS,Signaling by MET
HGS,Negative regulation of MET activity
HGS,InlB-mediated entry of Listeria monocytogenes into host cell
HGS,Listeria monocytogenes entry into host cells
HGS,RHOU GTPase cycle
HGS,Infection with Mycobacterium tuberculosis
HGS,Response of Mtb to phagocytosis
HGS,RHOBTB3 ATPase cycle
HGS,Bacterial Infection Pathways
CTDP1,Formation of HIV elongation complex in the absence of HIV Tat
CTDP1,Formation of the HIV-1 Early Elongation Complex
CTDP1,HIV Transcription Elongation
CTDP1,Transcription of the HIV genome
CTDP1,Formation of HIV-1 elongation complex containing HIV-1 Tat
CTDP1,Pausing and recovery of Tat-mediated HIV elongation
CTDP1,Abortive elongation of HIV-1 transcript in the absence of Tat
CTDP1,Tat-mediated HIV elongation arrest and recovery
CTDP1,Tat-mediated elongation of the HIV-1 transcript
CTDP1,HIV elongation arrest and recovery
CTDP1,Pausing and recovery of HIV elongation
UBXN11,RND3 GTPase cycle
UBXN11,RND2 GTPase cycle
UBXN11,RND1 GTPase cycle
EXO1,Diseases of DNA repair
EXO1,Diseases of DNA Double-Strand Break Repair
EXO1,Defective homologous recombination repair (HRR) due to BRCA2 loss of function
EXO1,Defective homologous recombination repair (HRR) due to BRCA1 loss of function
EXO1,Defective homologous recombination repair (HRR) due to PALB2 loss of function
EXO1,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
EXO1,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
EXO1,Impaired BRCA2 binding to RAD51
EXO1,Impaired BRCA2 binding to PALB2
